Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_235.jpg;15;1;0;5.022171;110.1555;157.4131;0.1394817;97.7106;359.1208
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_285.jpg;15;1;0;5.010362;110.1204;157.61;0.0972925;98.72839;359.2602
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_335.jpg;15;1;0;5.010174;110.0623;157.9055;0.09961601;100.5844;359.5868
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_384.jpg;15;1;0;5.004824;110.0191;158.1019;0.1385914;101.9165;359.8889
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_435.jpg;15;1;0;5.009163;109.9462;158.3954;0.2521075;103.978;0.4851056
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_485.jpg;15;1;0;5.009149;109.8942;158.589;0.2769985;105.328;0.8731077
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_534.jpg;15;1;0;5.006126;109.8392;158.7809;0.2708774;106.7096;1.255562
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_586.jpg;15;1;0;5.00274;109.7543;159.0649;0.1209507;108.6007;1.656443
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_635.jpg;15;1;0;5.001551;109.6641;159.3456;359.875;110.2761;1.853735
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_684.jpg;15;1;0;5.000528;109.5996;159.5334;359.8291;111.3372;1.889429
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_734.jpg;15;1;0;5.000442;109.5308;159.7215;359.8796;112.4163;1.866171
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_786.jpg;15;1;0;5.001149;109.4198;160.0032;0.08905108;114.0875;1.732328
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_834.jpg;15;1;0;5.00316;109.3431;160.1875;0.08600338;115.1927;1.50738
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_884.jpg;15;1;0;5.003025;109.2208;160.4593;359.965;116.9091;1.125353
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_935.jpg;-15;1;0;5.011435;109.0866;160.7302;0.02524674;118.1613;0.8702927
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_19_985.jpg;-15;1;0;5.008574;108.9988;160.9114;0.06693412;117.6296;0.6654671
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_035.jpg;-15;1;0;5.009961;108.8698;161.1853;0.1696902;116.0847;0.2975525
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_084.jpg;-15;1;0;5.015633;108.7871;161.3699;0.2737931;114.8055;359.9789
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_135.jpg;-15;1;0;5.009213;108.6693;161.6492;0.4281506;112.7875;359.4329
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_185.jpg;15;1;0;5.008187;108.5874;161.8329;0.4843359;112.4731;359.2253
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_235.jpg;-15;1;0;5.000823;108.467;162.1071;0.4534051;112.2039;358.999
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_284.jpg;-15;1;0;5.005682;108.3936;162.2908;0.3330448;111.2549;358.8185
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_335.jpg;-15;1;0;5.00432;108.2883;162.5655;0.02041894;109.6223;358.6719
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_384.jpg;15;1;0;5.00332;108.2183;162.7499;359.8766;108.7963;358.7343
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_434.jpg;15;1;0;5.005523;108.146;162.9373;359.8835;108.7245;358.9315
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_484.jpg;15;1;0;5.009984;108.036;163.2199;359.9903;109.7142;359.267
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_534.jpg;15;1;0;5.009964;107.9606;163.4076;0.08091217;110.8149;359.5251
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_584.jpg;15;1;0;5.004884;107.8414;163.6873;0.2665425;112.7668;0.02644317
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_634.jpg;15;1;0;5.009521;107.758;163.8717;0.3888786;114.1317;0.4104428
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_688.jpg;15;1;0;5.008999;107.6282;164.1441;0.4943805;116.2;0.9785498
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_734.jpg;15;1;0;5.005524;107.539;164.3226;0.4852379;117.6309;1.322349
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_786.jpg;-15;1;0;5.002936;107.4074;164.5881;0.3097675;118.8807;1.571014
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_834.jpg;-15;1;0;5.003329;107.3233;164.7655;0.08099446;118.7217;1.494435
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_884.jpg;-15;1;0;5.004159;107.1992;165.0349;359.7935;117.6822;1.035792
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_934.jpg;-15;1;0;5.011425;107.1145;165.2175;359.7906;116.8337;0.6742068
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_20_984.jpg;-15;1;0;5.009871;106.9899;165.4923;359.8364;115.1081;0.1191177
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_039.jpg;-15;1;0;5.00919;106.8716;165.7708;359.9601;113.1352;359.4525
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_085.jpg;-15;1;0;5.008812;106.7961;165.9575;0.04338035;111.8035;359.0259
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_139.jpg;15;1;0;5.00493;106.6865;166.2362;0.04493267;110.0998;358.5098
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_185.jpg;15;1;0;5.002093;106.61;166.4193;359.9565;109.9327;358.4112
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_233.jpg;15;1;0;5.002297;106.5296;166.6032;359.9751;110.3792;358.5544
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_284.jpg;15;1;0;5.003922;106.405;166.8793;0.01623617;111.6225;359.0822
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_334.jpg;15;1;0;5.010551;106.3221;167.0638;0.1008774;112.6243;359.4278
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_384.jpg;15;1;0;5.005793;106.1937;167.3394;0.2828197;114.5085;0.002730321
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_434.jpg;15;1;0;5.009553;106.105;167.521;0.3910668;115.8456;0.4085821
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_484.jpg;15;1;0;5.009019;105.9675;167.7893;0.4782324;117.8921;0.9997929
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_534.jpg;15;1;0;5.005077;105.8734;167.9649;0.4572513;119.3036;1.353954
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_584.jpg;15;1;0;5.002535;105.7299;168.2238;0.2788302;121.2031;1.723836
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_634.jpg;15;1;0;5.001502;105.6317;168.3928;0.0622478;122.3547;1.883674
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_683.jpg;15;1;0;5.001271;105.4788;168.644;359.7737;123.9359;1.976765
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_733.jpg;15;1;0;5.000632;105.3719;168.8116;359.7378;124.9684;1.935241
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_784.jpg;-15;1;0;5.001355;105.213;169.068;359.8171;125.1286;1.498047
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_833.jpg;-15;1;0;5.070255;105.1058;169.2427;359.989;124.7666;1.046596
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_884.jpg;-15;1;0;5.010955;104.9432;169.5043;0.3642987;123.6154;0.3910529
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_933.jpg;-15;1;0;5.011186;104.8361;169.6791;0.6252475;122.4194;359.9631
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_21_984.jpg;-15;1;0;5.010188;104.6797;169.9409;0.886181;120.4538;359.4082
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_034.jpg;-15;1;0;5.006944;104.5794;170.1156;0.9730076;119.0319;359.074
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_083.jpg;-15;1;0;5.006093;104.4364;170.378;0.9439815;116.7833;358.6151
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_134.jpg;-15;1;0;5.002874;104.3453;170.553;0.820432;115.4181;358.3857
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_184.jpg;-15;1;0;5.00209;104.2155;170.8158;0.4807713;113.5917;358.1584
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_233.jpg;-15;1;0;5.001639;104.1341;170.9916;0.1577415;112.4803;358.0722
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_284.jpg;-15;1;0;5.001501;104.0173;171.2589;359.7296;110.9528;358.0822
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_334.jpg;-15;1;0;5.000887;103.9419;171.4415;359.6194;109.9643;358.2032
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_383.jpg;-15;1;0;5.001239;103.8338;171.7215;359.6583;108.4398;358.5117
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_433.jpg;-15;1;0;5.001628;103.7659;171.9116;359.7834;107.3735;358.7704
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_487.jpg;-15;1;0;5.090979;103.6758;172.2068;0.1889977;105.005;359.0202
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_534.jpg;-15;1;0;5.006774;103.6248;172.4037;0.3990164;103.2521;359.0752
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_584.jpg;-15;1;0;5.006634;103.5589;172.6981;0.520774;100.5991;359.0891
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_633.jpg;-15;1;0;5.005919;103.5224;172.8938;0.4822134;98.84741;359.0422
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_684.jpg;-15;1;0;5.005471;103.4788;173.1862;0.2614572;96.28458;358.8857
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_734.jpg;-15;1;0;5.003983;103.4567;173.3802;0.01635338;94.67108;358.7421
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_784.jpg;15;1;0;5.000836;103.4251;173.6761;359.863;93.23691;358.7499
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_833.jpg;15;1;0;5.009547;103.4035;173.8758;359.8972;93.24786;358.888
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_884.jpg;15;1;0;5.027705;103.3714;174.1781;0.05018897;94.25204;359.1612
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_933.jpg;15;1;0;5.010257;103.3482;174.3795;0.1633447;95.33344;359.3876
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_22_983.jpg;15;1;0;5.004879;103.3077;174.6815;0.3778507;97.27548;359.8333
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_033.jpg;-15;1;0;5.008008;103.2857;174.8831;0.5282563;97.3862;-0.0004281957
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_083.jpg;-15;1;0;5.009976;103.2592;175.1863;0.7441486;96.19983;0.08962604
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_133.jpg;15;1;0;5.004099;103.242;175.3882;0.8736327;95.48254;0.1284147
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_187.jpg;15;1;0;5.008841;103.2059;175.6892;1.024494;96.22803;0.3458622
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_233.jpg;-15;1;0;5.008704;103.1793;175.8885;1.07042;97.22662;0.4813879
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_283.jpg;-15;1;0;5.000934;103.1528;176.187;1.004639;96.82925;0.3112372
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_333.jpg;-15;1;0;5.012161;103.1376;176.3866;0.9772734;95.91879;0.1478482
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_383.jpg;15;1;0;5.007056;103.1008;176.6839;0.9273495;96.43359;0.1881477
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_433.jpg;15;1;0;5.012842;103.0723;176.8818;0.8996928;97.41098;0.2780851
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_484.jpg;15;1;0;5.017099;103.0238;177.1776;0.865064;99.23404;0.505722
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_533.jpg;15;1;0;5.008451;102.9883;177.3735;0.7943597;100.5625;0.6557977
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_583.jpg;15;1;0;5.007298;102.9298;177.6631;0.5412409;102.7209;0.8578889
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_633.jpg;15;1;0;5.006142;102.886;177.8534;0.2795286;104.2184;1.005198
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_683.jpg;15;1;0;5.024439;102.8112;178.1369;359.8936;106.4472;1.269205
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_733.jpg;15;1;0;5.00149;102.7572;178.3271;359.795;107.7347;1.375101
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_783.jpg;-15;1;0;5.000551;102.6708;178.614;359.8093;109.3302;1.391392
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_833.jpg;-15;1;0;5.001618;102.6151;178.8081;359.9094;109.4454;1.155165
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_883.jpg;-15;1;0;5.011633;102.5288;179.1015;0.1332705;108.6397;0.769329
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_933.jpg;-15;1;0;5.010306;102.4719;179.2966;0.280591;107.5993;0.513675
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_23_983.jpg;-15;1;0;5.005031;102.3915;179.5912;0.5384326;105.6752;0.04255502
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_033.jpg;-15;1;0;5.009907;102.3422;179.7882;0.697888;104.309;359.6828
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_083.jpg;-15;1;0;5.008666;102.274;180.0829;0.8361688;102.2095;359.1659
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_132.jpg;-15;1;0;5.006266;102.2329;180.2783;0.8308157;100.7239;358.8537
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_183.jpg;-15;1;0;5.004344;102.1781;180.5696;0.671055;98.55823;358.4532
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_233.jpg;-15;1;0;5.002026;102.1455;180.7626;0.4637527;97.29849;358.2743
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_282.jpg;-15;1;0;5.001569;102.104;181.0507;0.009025708;95.59381;358.1093
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_332.jpg;-15;1;0;5.000371;102.0802;181.245;359.7949;94.56079;358.0936
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_383.jpg;-15;1;0;5.000705;102.0502;181.5415;359.7246;93.02383;358.253
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_433.jpg;-15;1;0;5.000927;102.0351;181.7415;359.7842;91.96561;358.4091
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_482.jpg;15;1;0;5.001679;102.0184;182.0446;0.01002753;90.51505;358.7649
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_533.jpg;15;1;0;5.015473;102.0067;182.25;0.2164839;90.26218;359.1229
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_583.jpg;-15;1;0;5.009818;101.9942;182.5558;0.518065;90.81387;359.5289
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_633.jpg;-15;1;0;5.009229;101.9955;182.7592;0.704542;90.18048;359.592
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_683.jpg;-15;1;0;5.010337;102.0046;183.0639;0.9519462;88.56023;359.5733
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_733.jpg;-15;1;0;5.010792;102.0139;183.2656;1.045031;87.24916;359.5552
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_783.jpg;-15;1;0;5.013729;102.0337;183.5644;1.004402;85.01372;359.542
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_832.jpg;-15;1;0;4.998668;102.052;183.7614;0.8708939;83.47526;359.5097
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_882.jpg;-15;1;0;5.010293;102.091;184.0552;0.6370339;81.11855;359.2887
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_932.jpg;-15;1;0;5.006372;102.1224;184.2486;0.4114575;79.58692;359.1049
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_24_986.jpg;-15;1;0;5.014283;102.1782;184.5354;359.9793;77.30112;358.7751
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_032.jpg;-15;1;0;5.001346;102.2202;184.7274;359.8091;75.98769;358.5963
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_082.jpg;-15;1;0;5.000627;102.2883;185.0185;359.7922;74.20912;358.5328
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_132.jpg;-15;1;0;5.000375;102.339;185.2131;359.8848;73.05141;358.5449
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_182.jpg;-15;1;0;5.001131;102.4226;185.5041;0.07724491;71.31275;358.6604
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_232.jpg;-15;1;0;5.004197;102.4838;185.6945;0.07236612;69.83089;358.785
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_283.jpg;-15;1;0;5.036241;102.5865;185.9754;0.01079589;67.55604;358.8829
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_332.jpg;-15;1;0;5.007101;102.6637;186.1596;0.007175887;66.07201;358.8228
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_382.jpg;-15;1;0;5.002916;102.7855;186.4334;0.01433825;64.03897;358.8075
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_432.jpg;-15;1;0;5.018482;102.8713;186.6141;0.01606463;62.66872;358.8461
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_482.jpg;-15;1;0;5.008367;103.0104;186.8796;0.01569732;60.55786;358.8064
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_532.jpg;-15;1;0;5.00839;103.1075;187.0542;0.01494293;59.21381;358.8108
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_582.jpg;-15;1;0;5.013328;103.2608;187.3118;0.01477741;57.17629;358.8372
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_632.jpg;-15;1;0;5.008755;103.369;187.4798;0.01467776;55.82531;358.8149
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_682.jpg;-15;1;0;5.007766;103.5376;187.7274;0.001621583;53.87104;358.8188
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_732.jpg;-15;1;0;5.013624;103.656;187.889;0.02635642;52.54716;358.7859
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_782.jpg;15;1;0;5.002284;103.8342;188.13;0.01349931;51.36053;358.8964
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_832.jpg;15;1;0;5.009648;103.9522;188.2924;0.01369709;51.75119;359.0689
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_882.jpg;15;1;0;5.010143;104.1282;188.5376;0.0567247;53.18524;359.3605
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_932.jpg;15;1;0;5.015632;104.2432;188.7037;0.1258782;54.41968;359.6243
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_25_982.jpg;15;1;0;5.009236;104.4103;188.9566;0.2730899;56.42658;0.1311207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_031.jpg;15;1;0;5.009392;104.5175;189.1276;0.3671997;57.7974;0.5216001
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_082.jpg;15;1;0;5.008567;104.6724;189.3857;0.4306546;59.87556;1.092323
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_132.jpg;15;1;0;5.003539;104.7719;189.5577;0.3852046;61.26161;1.410704
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_182.jpg;15;1;0;5.002244;104.9159;189.8155;0.1694559;63.10752;1.724673
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_232.jpg;15;1;0;5.001442;105.0075;189.9879;359.9293;64.2307;1.85179
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_282.jpg;15;1;0;5.00054;105.1418;190.2523;359.7819;65.79004;1.847044
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_332.jpg;15;1;0;5.000443;105.2279;190.4326;359.802;66.84488;1.780702
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_384.jpg;15;1;0;5.001071;105.3512;190.7088;359.9824;68.49757;1.596207
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_433.jpg;15;1;0;4.96946;105.4278;190.8891;359.8067;69.60945;1.291198
C:\MS\Udacity\RoboND-Rover-Project-master\my_dataset\IMG\robocam_2018_10_18_08_21_26_483.jpg;15;1;0;4.126274;105.4534;191.0788;355.5489;70.4194;3.45377
